species,anchor,seed
Mammalian,GTP,18
Mammalian,GTP,19
Mammalian,GTP,20
Mammalian,GTP,21
Mammalian,GTP,22
Mammalian,GTP,23
Mammalian,GTP,24
Mammalian,GTP,25
Mammalian,GTP,26
Mammalian,GTP,27
Mammalian,GTP,28
Mammalian,GTP,29
Mammalian,GTP,30
Mammalian,GTP,31
Mammalian,GTP,32
Mammalian,GTP,33
Mammalian,GTP,34
Mammalian,GTP,35
Mammalian,GTP,36
Mammalian,GTP,37
Mammalian,GTP,38
Mammalian,GTP,39
Mammalian,GTP,40
Mammalian,GTP,41
Mammalian,GTP,42
Mammalian,GTP,43
Mammalian,GTP,44
Mammalian,GTP,45
Mammalian,GTP,46
Mammalian,GTP,47
Mammalian,GTP,48
Mammalian,GTP,49
Mammalian,GTP,50
Mammalian,GTP,51
Mammalian,GTP,52
Mammalian,GTP,53
Mammalian,GTP,54
Mammalian,GTP,55
Mammalian,GTP,56
Mammalian,GTP,57
Mammalian,GTP,58
Mammalian,GTP,59
Mammalian,GTP,60
Mammalian,GTP,61
Mammalian,GTP,62
Mammalian,GTP,63
Mammalian,GTP,64
Mammalian,GTP,65
Mammalian,GTP,66
Mammalian,GTP,67
Mammalian,GTP,68
Mammalian,GTP,69
Mammalian,GTP,70
Mammalian,GTP,71
Mammalian,GTP,72
Mammalian,GTP,73
Mammalian,GTP,74
Mammalian,GTP,75
Mammalian,GTP,76
Mammalian,GTP,77
Mammalian,GTP,78
Mammalian,GTP,79
Mammalian,GTP,80
Mammalian,GTP,81
Mammalian,GTP,82
Mammalian,GTP,83
Mammalian,GTP,84
Mammalian,GTP,85
Mammalian,GTP,86
Mammalian,GTP,87
Mammalian,GTP,88
Mammalian,GTP,89
Mammalian,GTP,90
Mammalian,GTP,91
Mammalian,GTP,92
Mammalian,GTP,93
Mammalian,GTP,94
Mammalian,GTP,95
Mammalian,GTP,96
Mammalian,GTP,97
Mammalian,GTP,98
Mammalian,GTP,99
Mammalian,Acetyl-CoA,0
Mammalian,Acetyl-CoA,1
Mammalian,Acetyl-CoA,2
Mammalian,Acetyl-CoA,3
Mammalian,Acetyl-CoA,4
Mammalian,Acetyl-CoA,5
Mammalian,Acetyl-CoA,6
Mammalian,Acetyl-CoA,7
Mammalian,Acetyl-CoA,8
Mammalian,Acetyl-CoA,9
Mammalian,Acetyl-CoA,10
Mammalian,Acetyl-CoA,11
Mammalian,Acetyl-CoA,12
Mammalian,Acetyl-CoA,13
Mammalian,Acetyl-CoA,14
Mammalian,Acetyl-CoA,15
Mammalian,Acetyl-CoA,16
Mammalian,Acetyl-CoA,17
Mammalian,Acetyl-CoA,18
Mammalian,Acetyl-CoA,19
Mammalian,Acetyl-CoA,20
Mammalian,Acetyl-CoA,21
Mammalian,Acetyl-CoA,22
Mammalian,Acetyl-CoA,23
Mammalian,Acetyl-CoA,24
Mammalian,Acetyl-CoA,25
Mammalian,Acetyl-CoA,26
Mammalian,Acetyl-CoA,27
Mammalian,Acetyl-CoA,28
Mammalian,Acetyl-CoA,29
Mammalian,Acetyl-CoA,30
Mammalian,Acetyl-CoA,31
Mammalian,Acetyl-CoA,32
Mammalian,Acetyl-CoA,33
Mammalian,Acetyl-CoA,34
Mammalian,Acetyl-CoA,35
Mammalian,Acetyl-CoA,36
Mammalian,Acetyl-CoA,37
Mammalian,Acetyl-CoA,38
Mammalian,Acetyl-CoA,39
Mammalian,Acetyl-CoA,40
Mammalian,Acetyl-CoA,41
Mammalian,Acetyl-CoA,42
Mammalian,Acetyl-CoA,43
Mammalian,Acetyl-CoA,44
Mammalian,Acetyl-CoA,45
Mammalian,Acetyl-CoA,46
Mammalian,Acetyl-CoA,47
Mammalian,Acetyl-CoA,48
Mammalian,Acetyl-CoA,49
Mammalian,Acetyl-CoA,50
Mammalian,Acetyl-CoA,51
Mammalian,Acetyl-CoA,52
Mammalian,Acetyl-CoA,53
Mammalian,Acetyl-CoA,54
Mammalian,Acetyl-CoA,55
Mammalian,Acetyl-CoA,56
Mammalian,Acetyl-CoA,57
Mammalian,Acetyl-CoA,58
Mammalian,Acetyl-CoA,59
Mammalian,Acetyl-CoA,60
Mammalian,Acetyl-CoA,61
Mammalian,Acetyl-CoA,62
Mammalian,Acetyl-CoA,63
Mammalian,Acetyl-CoA,64
Mammalian,Acetyl-CoA,65
Mammalian,Acetyl-CoA,66
Mammalian,Acetyl-CoA,67
Mammalian,Acetyl-CoA,68
Mammalian,Acetyl-CoA,69
Mammalian,Acetyl-CoA,70
Mammalian,Acetyl-CoA,71
Mammalian,Acetyl-CoA,72
Mammalian,Acetyl-CoA,73
Mammalian,Acetyl-CoA,74
Mammalian,Acetyl-CoA,75
Mammalian,Acetyl-CoA,76
Mammalian,Acetyl-CoA,77
Mammalian,Acetyl-CoA,78
Mammalian,Acetyl-CoA,79
Mammalian,Acetyl-CoA,80
Mammalian,Acetyl-CoA,81
Mammalian,Acetyl-CoA,82
Mammalian,Acetyl-CoA,83
Mammalian,Acetyl-CoA,84
Mammalian,Acetyl-CoA,85
Mammalian,Acetyl-CoA,86
Mammalian,Acetyl-CoA,87
Mammalian,Acetyl-CoA,88
Mammalian,Acetyl-CoA,89
Mammalian,Acetyl-CoA,90
Mammalian,Acetyl-CoA,91
Mammalian,Acetyl-CoA,92
Mammalian,Acetyl-CoA,93
Mammalian,Acetyl-CoA,94
Mammalian,Acetyl-CoA,95
Mammalian,Acetyl-CoA,96
Mammalian,Acetyl-CoA,97
Mammalian,Acetyl-CoA,98
Mammalian,Acetyl-CoA,99
Mammalian,ATP,0
Mammalian,ATP,1
Mammalian,ATP,2
Mammalian,ATP,3
Mammalian,ATP,4
Mammalian,ATP,5
Mammalian,ATP,6
Mammalian,ATP,7
Mammalian,ATP,8
Mammalian,ATP,9
Mammalian,ATP,10
Mammalian,ATP,11
Mammalian,ATP,12
Mammalian,ATP,13
Mammalian,ATP,14
Mammalian,ATP,15
Mammalian,ATP,16
Mammalian,ATP,17
Mammalian,ATP,18
Mammalian,ATP,19
Mammalian,ATP,20
Mammalian,ATP,21
Mammalian,ATP,22
Mammalian,ATP,23
Mammalian,ATP,24
Mammalian,ATP,25
Mammalian,ATP,26
Mammalian,ATP,27
Mammalian,ATP,28
Mammalian,ATP,29
Mammalian,ATP,30
Mammalian,ATP,31
Mammalian,ATP,32
Mammalian,ATP,33
Mammalian,ATP,34
Mammalian,ATP,35
Mammalian,ATP,36
Mammalian,ATP,37
Mammalian,ATP,38
Mammalian,ATP,39
Mammalian,ATP,40
Mammalian,ATP,41
Mammalian,ATP,42
Mammalian,ATP,43
Mammalian,ATP,44
Mammalian,ATP,45
Mammalian,ATP,46
Mammalian,ATP,47
Mammalian,ATP,48
Mammalian,ATP,49
Mammalian,ATP,50
Mammalian,ATP,51
Mammalian,ATP,52
Mammalian,ATP,53
Mammalian,ATP,54
Mammalian,ATP,55
Mammalian,ATP,56
Mammalian,ATP,57
Mammalian,ATP,58
Mammalian,ATP,59
Mammalian,ATP,60
Mammalian,ATP,61
Mammalian,ATP,62
Mammalian,ATP,63
Mammalian,ATP,64
Mammalian,ATP,65
Mammalian,ATP,66
Mammalian,ATP,67
Mammalian,ATP,68
Mammalian,ATP,69
Mammalian,ATP,70
Mammalian,ATP,71
Mammalian,ATP,72
Mammalian,ATP,73
Mammalian,ATP,74
Mammalian,ATP,75
Mammalian,ATP,76
Mammalian,ATP,77
Mammalian,ATP,78
Mammalian,ATP,79
Mammalian,ATP,80
Mammalian,ATP,81
Mammalian,ATP,82
Mammalian,ATP,83
Mammalian,ATP,84
Mammalian,ATP,85
Mammalian,ATP,86
Mammalian,ATP,87
Mammalian,ATP,88
Mammalian,ATP,89
Mammalian,ATP,90
Mammalian,ATP,91
Mammalian,ATP,92
Mammalian,ATP,93
Mammalian,ATP,94
Mammalian,ATP,95
Mammalian,ATP,96
Mammalian,ATP,97
Mammalian,ATP,98
Mammalian,ATP,99
Yeast,GTP,0
Yeast,GTP,1
Yeast,GTP,2
Yeast,GTP,3
Yeast,GTP,4
Yeast,GTP,5
Yeast,GTP,6
Yeast,GTP,7
Yeast,GTP,8
Yeast,GTP,9
Yeast,GTP,10
Yeast,GTP,11
Yeast,GTP,12
Yeast,GTP,13
Yeast,GTP,14
Yeast,GTP,15
Yeast,GTP,16
Yeast,GTP,17
Yeast,GTP,18
Yeast,GTP,19
Yeast,GTP,20
Yeast,GTP,21
Yeast,GTP,22
Yeast,GTP,23
Yeast,GTP,24
Yeast,GTP,25
Yeast,GTP,26
Yeast,GTP,27
Yeast,GTP,28
Yeast,GTP,29
Yeast,GTP,30
Yeast,GTP,31
Yeast,GTP,32
Yeast,GTP,33
Yeast,GTP,34
Yeast,GTP,35
Yeast,GTP,36
Yeast,GTP,37
Yeast,GTP,38
Yeast,GTP,39
Yeast,GTP,40
Yeast,GTP,41
Yeast,GTP,42
Yeast,GTP,43
Yeast,GTP,44
Yeast,GTP,45
Yeast,GTP,46
Yeast,GTP,47
Yeast,GTP,48
Yeast,GTP,49
Yeast,GTP,50
Yeast,GTP,51
Yeast,GTP,52
Yeast,GTP,53
Yeast,GTP,54
Yeast,GTP,55
Yeast,GTP,56
Yeast,GTP,57
Yeast,GTP,58
Yeast,GTP,59
Yeast,GTP,60
Yeast,GTP,61
Yeast,GTP,62
Yeast,GTP,63
Yeast,GTP,64
Yeast,GTP,65
Yeast,GTP,66
Yeast,GTP,67
Yeast,GTP,68
Yeast,GTP,69
Yeast,GTP,70
Yeast,GTP,71
Yeast,GTP,72
Yeast,GTP,73
Yeast,GTP,74
Yeast,GTP,75
Yeast,GTP,76
Yeast,GTP,77
Yeast,GTP,78
Yeast,GTP,79
Yeast,GTP,80
Yeast,GTP,81
Yeast,GTP,82
Yeast,GTP,83
Yeast,GTP,84
Yeast,GTP,85
Yeast,GTP,86
Yeast,GTP,87
Yeast,GTP,88
Yeast,GTP,89
Yeast,GTP,90
Yeast,GTP,91
Yeast,GTP,92
Yeast,GTP,93
Yeast,GTP,94
Yeast,GTP,95
Yeast,GTP,96
Yeast,GTP,97
Yeast,GTP,98
Yeast,GTP,99
Yeast,Acetyl-CoA,0
Yeast,Acetyl-CoA,1
Yeast,Acetyl-CoA,2
Yeast,Acetyl-CoA,3
Yeast,Acetyl-CoA,4
Yeast,Acetyl-CoA,5
Yeast,Acetyl-CoA,6
Yeast,Acetyl-CoA,7
Yeast,Acetyl-CoA,8
Yeast,Acetyl-CoA,9
Yeast,Acetyl-CoA,10
Yeast,Acetyl-CoA,11
Yeast,Acetyl-CoA,12
Yeast,Acetyl-CoA,13
Yeast,Acetyl-CoA,14
Yeast,Acetyl-CoA,15
Yeast,Acetyl-CoA,16
Yeast,Acetyl-CoA,17
Yeast,Acetyl-CoA,18
Yeast,Acetyl-CoA,19
Yeast,Acetyl-CoA,20
Yeast,Acetyl-CoA,21
Yeast,Acetyl-CoA,22
Yeast,Acetyl-CoA,23
Yeast,Acetyl-CoA,24
Yeast,Acetyl-CoA,25
Yeast,Acetyl-CoA,26
Yeast,Acetyl-CoA,27
Yeast,Acetyl-CoA,28
Yeast,Acetyl-CoA,29
Yeast,Acetyl-CoA,30
Yeast,Acetyl-CoA,31
Yeast,Acetyl-CoA,32
Yeast,Acetyl-CoA,33
Yeast,Acetyl-CoA,34
Yeast,Acetyl-CoA,35
Yeast,Acetyl-CoA,36
Yeast,Acetyl-CoA,37
Yeast,Acetyl-CoA,38
Yeast,Acetyl-CoA,39
Yeast,Acetyl-CoA,40
Yeast,Acetyl-CoA,41
Yeast,Acetyl-CoA,42
Yeast,Acetyl-CoA,43
Yeast,Acetyl-CoA,44
Yeast,Acetyl-CoA,45
Yeast,Acetyl-CoA,46
Yeast,Acetyl-CoA,47
Yeast,Acetyl-CoA,48
Yeast,Acetyl-CoA,49
Yeast,Acetyl-CoA,50
Yeast,Acetyl-CoA,51
Yeast,Acetyl-CoA,52
Yeast,Acetyl-CoA,53
Yeast,Acetyl-CoA,54
Yeast,Acetyl-CoA,55
Yeast,Acetyl-CoA,56
Yeast,Acetyl-CoA,57
Yeast,Acetyl-CoA,58
Yeast,Acetyl-CoA,59
Yeast,Acetyl-CoA,60
Yeast,Acetyl-CoA,61
Yeast,Acetyl-CoA,62
Yeast,Acetyl-CoA,63
Yeast,Acetyl-CoA,64
Yeast,Acetyl-CoA,65
Yeast,Acetyl-CoA,66
Yeast,Acetyl-CoA,67
Yeast,Acetyl-CoA,68
Yeast,Acetyl-CoA,69
Yeast,Acetyl-CoA,70
Yeast,Acetyl-CoA,71
Yeast,Acetyl-CoA,72
Yeast,Acetyl-CoA,73
Yeast,Acetyl-CoA,74
Yeast,Acetyl-CoA,75
Yeast,Acetyl-CoA,76
Yeast,Acetyl-CoA,77
Yeast,Acetyl-CoA,78
Yeast,Acetyl-CoA,79
Yeast,Acetyl-CoA,80
Yeast,Acetyl-CoA,81
Yeast,Acetyl-CoA,82
Yeast,Acetyl-CoA,83
Yeast,Acetyl-CoA,84
Yeast,Acetyl-CoA,85
Yeast,Acetyl-CoA,86
Yeast,Acetyl-CoA,87
Yeast,Acetyl-CoA,88
Yeast,Acetyl-CoA,89
Yeast,Acetyl-CoA,90
Yeast,Acetyl-CoA,91
Yeast,Acetyl-CoA,92
Yeast,Acetyl-CoA,93
Yeast,Acetyl-CoA,94
Yeast,Acetyl-CoA,95
Yeast,Acetyl-CoA,96
Yeast,Acetyl-CoA,97
Yeast,Acetyl-CoA,98
Yeast,Acetyl-CoA,99
Yeast,ATP,0
Yeast,ATP,1
Yeast,ATP,2
Yeast,ATP,3
Yeast,ATP,4
Yeast,ATP,5
Yeast,ATP,6
Yeast,ATP,7
Yeast,ATP,8
Yeast,ATP,9
Yeast,ATP,10
Yeast,ATP,11
Yeast,ATP,12
Yeast,ATP,13
Yeast,ATP,14
Yeast,ATP,15
Yeast,ATP,16
Yeast,ATP,17
Yeast,ATP,18
Yeast,ATP,19
Yeast,ATP,20
Yeast,ATP,21
Yeast,ATP,22
Yeast,ATP,23
Yeast,ATP,24
Yeast,ATP,25
Yeast,ATP,26
Yeast,ATP,27
Yeast,ATP,28
Yeast,ATP,29
Yeast,ATP,30
Yeast,ATP,31
Yeast,ATP,32
Yeast,ATP,33
Yeast,ATP,34
Yeast,ATP,35
Yeast,ATP,36
Yeast,ATP,37
Yeast,ATP,38
Yeast,ATP,39
Yeast,ATP,40
Yeast,ATP,41
Yeast,ATP,42
Yeast,ATP,43
Yeast,ATP,44
Yeast,ATP,45
Yeast,ATP,46
Yeast,ATP,47
Yeast,ATP,48
Yeast,ATP,49
Yeast,ATP,50
Yeast,ATP,51
Yeast,ATP,52
Yeast,ATP,53
Yeast,ATP,54
Yeast,ATP,55
Yeast,ATP,56
Yeast,ATP,57
Yeast,ATP,58
Yeast,ATP,59
Yeast,ATP,60
Yeast,ATP,61
Yeast,ATP,62
Yeast,ATP,63
Yeast,ATP,64
Yeast,ATP,65
Yeast,ATP,66
Yeast,ATP,67
Yeast,ATP,68
Yeast,ATP,69
Yeast,ATP,70
Yeast,ATP,71
Yeast,ATP,72
Yeast,ATP,73
Yeast,ATP,74
Yeast,ATP,75
Yeast,ATP,76
Yeast,ATP,77
Yeast,ATP,78
Yeast,ATP,79
Yeast,ATP,80
Yeast,ATP,81
Yeast,ATP,82
Yeast,ATP,83
Yeast,ATP,84
Yeast,ATP,85
Yeast,ATP,86
Yeast,ATP,87
Yeast,ATP,88
Yeast,ATP,89
Yeast,ATP,90
Yeast,ATP,91
Yeast,ATP,92
Yeast,ATP,93
Yeast,ATP,94
Yeast,ATP,95
Yeast,ATP,96
Yeast,ATP,97
Yeast,ATP,98
Yeast,ATP,99
